sentiment,text,user,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,MarjaLaukkanen,,,
neutral,RT @Atlan82: Und hier ist die Torte fÃ¼r die beste Timeline der Welt und weil heute mein Geburtstag ist wÃ¼nsche ich mir:\nEinen schÃ¶nen #Pridâ€¦,AgedMzungu,,,
positive,RT @BremerVan: Maria just finished a new cat drawing. âœï¸ ðŸˆ ðŸ¥° \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles yeâ€¦,CGordon42534727,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,LiberaMariusz,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,sterpone_a,,,
positive,It occurred to me that perhaps many of you reading this may never have heard of the #MilitaryIndustrialComplex. I hâ€¦ https://t.co/5oo7Vfzztp,Cease0fire,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,scatharis,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,stst1967,,,
neutral,RT @Atlan82: Und hier ist die Torte fÃ¼r die beste Timeline der Welt und weil heute mein Geburtstag ist wÃ¼nsche ich mir:\nEinen schÃ¶nen #Pridâ€¦,sepaho,,,
neutral,RT @waraumugi: #StopTheWar https://t.co/qgLlHxKzAK,y_takenaka0525,,,
neutral,RT @Atlan82: Und hier ist die Torte fÃ¼r die beste Timeline der Welt und weil heute mein Geburtstag ist wÃ¼nsche ich mir:\nEinen schÃ¶nen #Pridâ€¦,Kleidergroessen,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,LeBaiLoic,,,
neutral,Stop the war now!\n#Ð¯Ð¿Ñ€Ð¾Ñ‚Ð¸Ð²Ð’Ð¾Ð¹Ð½Ñ‹\n#StoptheWar\n#NoWarInUkraine\n#NoWarPlease\n#æˆ¦äº‰åå¯¾ https://t.co/hvFway2SSn,okedgeplaytheb,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,Jutta_Tatjana,,,
positive,"WHEN PEOPLE LIKE DR CAMPBELL START TALKING LIKE THIS, ITS TIME TO STOP PRETENDING WE ARENT IN HUGE TROUBLE!!â€¦ https://t.co/HE1MPozQaA",LoraInAlberta,,,
neutral,"Moin, auf gehts â€¦ genieÃŸt den Tag und das Leben â€¦\n\n#Samstag #Wochenende #StandWithUkraine #StopTheWarâ€¦ https://t.co/zHXoKH4AAs",RoScheilDesign,,,
neutral,RT @IkichDa20200518: ãŠã¯ã‚ˆã†ã”ã–ã„ã¾ã™â˜€ã«ã‚ƒã‚“ðŸˆâ€â¬›\nåœŸæ›œæ—¥ã ã«ã‚ƒã‚“\n #NoWar  #NoWarPlease ðŸ™âœŒï¸ðŸˆ#WorldPeace ðŸ’›ðŸ’šðŸ’™ðŸ’œâ¤ï¸\n#StopTheWar #å¹³å’ŒãŒã„ã„ã«ã‚ƒ\n #çŒ«  #é»’çŒ« #é»’çŒ«ã ã„ã™ãðŸˆâ€â¬›ðŸ•#é»’çŒ«ã‚¯ãƒ©ãƒ–â€¦,mori_kiseki,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,BelsizeVillage,,,
neutral,"Moin, auf gehts â€¦ genieÃŸt den Tag und das Leben â€¦\n\n#Samstag #Wochenende #StandWithUkraine #StopTheWarâ€¦ https://t.co/XaaSgx9X6L",AmbigrammDesign,,,
positive,RT @BremerVan: Maria just finished a new cat drawing. âœï¸ ðŸˆ ðŸ¥° \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles yeâ€¦,jamtartladyharp,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,MortensenFrank,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,RhondaPPotter19,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,HaraldFreter,,,
positive,RT @sashiku72570985: @e_kremlinrussia \n\nWin billion hearts with love around the globe.Russia &amp; its people will remain full of Glory - #Stopâ€¦,sashiku72570985,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,olivierglinec,,,
positive,"@ZelenskyyUa \n\nBattles are won by love &amp; gratitude , request to negotiate #StopTheWar #Vasudevakudumbagam",sashiku72570985,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,RortySorbet,,,
positive,@e_kremlinrussia \n\nWin billion hearts with love around the globe.Russia &amp; its people will remain full of Glory -â€¦ https://t.co/lxBKrCcxGj,sashiku72570985,,,
neutral,"Diese Aufnahme ist so alt wie ich, \nund immer noch aktuell..\n#StopTheWar ðŸ•Šï¸\nhttps://t.co/u3gMx8pyBh",KarliMartell,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,Januszabski2,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,PierrotVgx,,,
positive,RT @BremerVan: Maria just finished a new cat drawing. âœï¸ ðŸˆ ðŸ¥° \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles yeâ€¦,MarciaBunney,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,Lynski_07,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,JR_LeGall,,,
neutral,"RT @JwlQst3: After 100 days of war, Putin is counting on the world's indifference\n\nhttps://t.co/ZEYrWAY3VK\n\n#StopRussianAggression #StopPutâ€¦",hendersam2022,,,
negative,RT @nat_oki: @KyivIndependent #ArmUkraineNow They donâ€™t have enough ammunition. .. They are hardly defending.   Lord please help ðŸ‡ºðŸ‡¦ breathâ€¦,oreminsteluspl1,,,
positive,"RT @BremerVan: Maria sends big virtual hugs to all the people supporting.ðŸ¤—\n\nIf you can, show the family some love on InstaðŸ‘‡ or with a niceâ€¦",avyesh_,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,KINGS1973,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,TraderMom4,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,CADcrush,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,NatJuillet,,,
neutral,#RussianPeople #StopTheWar\n\n#StopTheWarCrimes https://t.co/QGEZHyD1Wi,rocits,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,wytelilly,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,MunsoKahn,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,marynlm,,,
neutral,RT @IkichDa20200518: ãŠã¯ã‚ˆã†ã”ã–ã„ã¾ã™â˜€ã«ã‚ƒã‚“ðŸˆâ€â¬›\nåœŸæ›œæ—¥ã ã«ã‚ƒã‚“\n #NoWar  #NoWarPlease ðŸ™âœŒï¸ðŸˆ#WorldPeace ðŸ’›ðŸ’šðŸ’™ðŸ’œâ¤ï¸\n#StopTheWar #å¹³å’ŒãŒã„ã„ã«ã‚ƒ\n #çŒ«  #é»’çŒ« #é»’çŒ«ã ã„ã™ãðŸˆâ€â¬›ðŸ•#é»’çŒ«ã‚¯ãƒ©ãƒ–â€¦,kurochan_taka,,,
positive,"RT @BremerVan: Maria sends big virtual hugs to all the people supporting.ðŸ¤—\n\nIf you can, show the family some love on InstaðŸ‘‡ or with a niceâ€¦",KhaaliyahWebb,,,
neutral,RT @waraumugi: #StopTheWar https://t.co/qgLlHxKzAK,PUoyf1Kt6q8FJuY,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,RaspberryOrg,,,
positive,RT @jrdm_rose: #StopTheWar,Xanne_67,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,jackpot77717,,,
positive,RT @BremerVan: Maria just finished a new cat drawing. âœï¸ ðŸˆ ðŸ¥° \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles yeâ€¦,Leonlovescats,,,
positive,"RT @BremerVan: Maria sends big virtual hugs to all the people supporting.ðŸ¤—\n\nIf you can, show the family some love on InstaðŸ‘‡ or with a niceâ€¦",Thecatsdream,,,
positive,RT @BremerVan: Maria just finished a new cat drawing. âœï¸ ðŸˆ ðŸ¥° \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles yeâ€¦,Thecatsdream,,,
positive,RT @BremerVan: Maria just finished a new cat drawing. âœï¸ ðŸˆ ðŸ¥° \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles yeâ€¦,GONZOtheGhoast,,,
positive,RT @BremerVan: Maria just finished a new cat drawing. âœï¸ ðŸˆ ðŸ¥° \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles yeâ€¦,GrsyCheesebrger,,,
neutral,RT @MatsumuraKazuko: ðŸŽ‰âœ¨ðŸ˜†âœ¨ðŸŽŠ\nã€Žãƒ¦ãƒãƒ§ãƒ³ãŠã‚ã§ã¨ã†ã€#Happy6002day\n#2022Happyãƒ¦ãƒãƒ§ãƒ³Day\n#ë°•ìœ ì²œ_ìƒì¼ì¶•í•˜í•´\n#JYJ_FOREVER\n#AlwaysbesideofYU\n#StopTheWar\n#æˆ¦äº‰åå¯¾\n#ã‚¢ãƒ¡ãƒ–ãƒ­ \n#æ¾â€¦,uni40927364,,,
neutral,Imagine Peace.\n\n#Ukraine #ImaginePeace #NoWar #StopTheWar \n#Ð½ÐµÑ‚Ð²Ð¾Ð¹Ð½Ðµ #ÐŸÑ€Ð¾Ñ‚Ð¸Ð²Ñ–Ð¹Ð½Ð¸,Iwabuchi_Y,,,
positive,RT @BremerVan: Maria just finished a new cat drawing. âœï¸ ðŸˆ ðŸ¥° \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles yeâ€¦,tracy477,,,
neutral,Cross section of my head reveals I have Ukraine brain. #100DaysofWar #standwithUkraine #StopTheWarâ€¦ https://t.co/LzoGf8VaUN,abamber,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,AustinVTran,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,darealshadow,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,Chritchen,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,zenrecords,,,
neutral,#StandWithUkriane #StandWithUkraineNOW\nthis Song is dedicated to the People Of #Ukraine...#StopTheWar \n**** CHECK Oâ€¦ https://t.co/QZxSGuxUon,mymusicliveson,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,jgjvvj7667,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,charmainehogan,,,
neutral,#StopTheWar ðŸ’”ðŸ‡ºðŸ‡¦ https://t.co/kMi2WvMVkp,mataveli_,,,
negative,@KyivIndependent #ArmUkraineNow They donâ€™t have enough ammunition. .. They are hardly defending.   Lord please helpâ€¦ https://t.co/gC3si0CPlE,nat_oki,,,
neutral,"RT @PACE_News: After #100DaysOfWar in Ukraine, @PACE_President Tiny Kox has the same message to Russia as on day one: #StopTheWar.\n\nRead hiâ€¦",SEmanir,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,KareninaLaurea1,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,paparock0813,,,
neutral,"RT @MolinaStreetArt: STOP THE WAR!! ðŸ‡ºðŸ‡¦ðŸ•Š \n\nArt by French Jef AÃ©rosol in Paris, France (2022) #jefaerosol #stencilart #parisstreetart #stopthâ€¦",SoSick_______,,,
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,NFLObjectors,,,
neutral,"No end to Ukraine war in sight, hunger crisis looms - UN\n @sightmagazine  #Ukraineconflict #foodsecurity #hunger #UN\nhttps://t.co/lNr8igeHD9",sightmagazine,,,
negative,"I think Iâ€™m gonna be sick â€¦ ðŸ¤ªðŸ˜¶\n\n(And I better donâ€™t comment those statements from @JoeBiden, along with everythingâ€¦ https://t.co/Xj49L8Zvet",alpha7B5,,,
neutral,â—ï¸â—ï¸â—ï¸\n\n#UkraineConflict #TheWest https://t.co/wfqacZRcqL,alpha7B5,,,
neutral,The day of the war at a glance: Scholz leaves Kyiv visit open - Bundestag approves 100 billion for the Bundeswehrâ€¦ https://t.co/t62tDYikbI,JuicyReviewz7,,,
neutral,"In the suburbs of Severodonetsk in eastern Ukraine, two Reuters reporters were reportedly injured in a shooting whiâ€¦ https://t.co/kDicqBcHyI",fns124,,,
positive,"RT @JuicyReviewz7: Putin's supposed \best\"" sniper Alexander Kislinsky fallen\n #AlexanderKislinsky #sniper #Ukraine #Ukraineconflict \n#Newsâ€¦""",TeunissenHerman,,,
positive,"RT @JuicyReviewz7: Putin's supposed \best\"" sniper Alexander Kislinsky fallen\n #AlexanderKislinsky #sniper #Ukraine #Ukraineconflict \n#Newsâ€¦""",TurnAmericaBlu_,,,
positive,"Putin's supposed \best\"" sniper Alexander Kislinsky fallen\n #AlexanderKislinsky #sniper #Ukraine #Ukraineconflictâ€¦ https://t.co/UZuX63qXEI""",JuicyReviewz7,,,
neutral,Ukrainians hold out as Russia storms eastern city on war's 100th day @sightmagazine  #Ukraineconflictâ€¦ https://t.co/KzBKYKcOmY,sightmagazine,,,
positive,7 million refugees have fled Ukraine in the first 100 days of fighting. @ZelenskyyUa claims Russia occupies 20% ofâ€¦ https://t.co/BP4NysA6ui,1hikid,,,
negative,"RT @MarKittyKat: Russians donâ€™t capture cities they destroy them.  This video shows Sievierodontesk, which is now facing the same fate as Mâ€¦",longterm_invest,,,
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putinâ€¦ https://t.co/il5sPH7aVK,caffeinsomniac,,,
neutral,"RT @Brew4Ukraine: Today @brew4ukraine sent $1752 to @unicef, this donation was made by @WestkeyLtd that donated 8000 #PutinHuylo labels.  Uâ€¦",WoodysWorldTV,,,
neutral,"Today @brew4ukraine sent $1752 to @unicef, this donation was made by @WestkeyLtd that donated 8000 #PutinHuylo labeâ€¦ https://t.co/TtLRxg0tvb",Brew4Ukraine,,,
neutral,https://t.co/iNvAgnUlpi\n#ukraineconflict #nft #nftart #nftartist #nfts #nftcollector #nftcommunity #cryptoartâ€¦ https://t.co/vTS90Yxdf8,LouisPascalRon,,,
positive,"Russia in a helping role: According to the African Union, Putin is ready to export grain\n #AfricanUnionâ€¦ https://t.co/9mNAgikpkZ",JuicyReviewz7,,,
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putinâ€¦ https://t.co/W5uhNkug0e,caffeinsomniac,,,
neutral,#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putinâ€¦ https://t.co/vTc55Yp6jn,caffeinsomniac,,,
positive,"RT @audiocustoms82: Call signs, from left to right:\nBig Blue, Old School, Kiwi, Thatcher\nWe really need donations to keep our mission runniâ€¦",ConnieLutz9,,,
negative,"RT @MarKittyKat: Russians donâ€™t capture cities they destroy them.  This video shows Sievierodontesk, which is now facing the same fate as Mâ€¦",istamblue,,,
negative,"RT @MarKittyKat: Russians donâ€™t capture cities they destroy them.  This video shows Sievierodontesk, which is now facing the same fate as Mâ€¦",StvnsFrnk,,,
negative,"Russians donâ€™t capture cities they destroy them.  This video shows Sievierodontesk, which is now facing the same faâ€¦ https://t.co/Wf3S0m2zl1",MarKittyKat,,,
neutral,The Swiss arms industry is losing all its customers: What's the point of buying merchandise that you don't fully owâ€¦ https://t.co/zrUTHq6jDy,HAL96661,,,
neutral,#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussie #UkraineConflictâ€¦ https://t.co/lzd88PXDDX,HAL96661,,,
positive,"\Russian attempts to limit the use of VPNs and Tor\"" I already read that more than a year ago ...ðŸ¤­â€¦ https://t.co/LReqMeKgke""",HAL96661,,,
positive,"The Russian position is however very clear, they will allow and help all exports of their agricultural products. Esâ€¦ https://t.co/lu5JCSiTPL",HAL96661,,,
positive,RT @ARehman_Blog: So really? Why world was silent when this was going on? Lol!\n\n#Ukraine #UkraineRussiaConflict #UkraineRussie #UkraineConfâ€¦,NezoNezuko,,,
negative,R.I.P \nI have no doubt that many others will inflict terrible damage!\n#StandWithUkraine #Ukraine #Poutineâ€¦ https://t.co/KUoub1Zi5t,HAL96661,,,
neutral,@JulianRoepcke @BILD @ciudadfutura ã€Evacuees from #Khersonâ€™ve been stranded by ðŸ‡ºðŸ‡¦Nationalistsã€Ÿ\nã€Homecoming is Thwarâ€¦ https://t.co/pZGYDsw7nC,sigure_ousaka,,,
negative,"If anyone believes in it, he is a level âˆž moron\n\n#Ukraine #Russia #RussiaInvadedUkraine #UkraineConflictâ€¦ https://t.co/zzsQ7yyWyj",cryptollokoo,,,
neutral,"@TheStudyofWar @WSJ One day they will have to cross it, in their plans ... ðŸ¤­\n#StandWithUkraine #Ukraine #Poutineâ€¦ https://t.co/1vLTO7hAaB",HAL96661,,,
positive,"This kind of statistics is perfectly in line with the daily data of the Ukrainian forces. Once again, nothing willâ€¦ https://t.co/JcuLY6Ulcy",HAL96661,,,
negative,The problem with the Russian armed forces is that they are not well armed and forced to give their all...ðŸ˜¡ðŸ¤¬bastardâ€¦ https://t.co/fJQkVaDfJw,HAL96661,,,
negative,"RT @HAL96661: @Macky_Sall Do you mean products stolen from the Ukrainian people? I think Zelenskiy, ðŸ‡ºðŸ‡¦ðŸ‡ªðŸ‡ºðŸ‡ºðŸ‡¸ðŸ‡¬ðŸ‡§and much of the world's leadersâ€¦",Yes2winC,,,
negative,RT @RusskieUkraine: #Ukrainian forces take turns firing rockets at Russian military vehicles.\n\n#Ukraine #FuckPutin #UkraineRussiaWar #Ukraiâ€¦,islandchild89,,,
positive,"RT @SukursalRock: Four months ago their lives were normal, just like yours and ours. And now... STOP THE WAR NOW! â˜®ï¸ðŸ•Šï¸ #PrayForUkraine #Stoâ€¦",SukursalRock,,,
neutral,RT @ArisMessinis: In eastern #Ukraine at a front. \n#UkraineConflict https://t.co/4u0YALgJUO,GPerdikaris,,,
positive,RT @ArisMessinis: In the town of Schastia in eastern #Ukraine near #Lugansk. \n#UkraineRussiaCrisis \n#UkraineConflict https://t.co/UmVibicWwA,GPerdikaris,,,
positive,RT @ArisMessinis: In the town of Schastia on 22/2/22 in eastern #Ukraine near #Lugansk. \n#UkraineRussiaCrisis \n#UkraineConflict https://t.câ€¦,GPerdikaris,,,
positive,RT @MatasMaldeikis: Let's remember that Putin became President after bombing residential blocks full of his own citizens. When it comes toâ€¦,aslm510,,,
neutral,#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussie #UkraineConflictâ€¦ https://t.co/ERByxJJMxf,HAL96661,,,
positive,"A #UkranianRefugee who fled to the #UK said she recognised her stolen possessions, including a new boiler, electronâ€¦ https://t.co/lAVfKqApv9",hands_skies,,,
positive,"\Genuine tragedies in the world are not conflicts between right and wrong. They are conflicts between two rights.\""â€¦ https://t.co/AQ6XakYb38""",Franco_Africain,,,
positive,"RT @audiocustoms82: Call signs, from left to right:\nBig Blue, Old School, Kiwi, Thatcher\nWe really need donations to keep our mission runniâ€¦",A3_Melle,,,
positive,"RT @audiocustoms82: Call signs, from left to right:\nBig Blue, Old School, Kiwi, Thatcher\nWe really need donations to keep our mission runniâ€¦",AlwarrenSidh,,,
neutral,"\Europe has to grow out of the mindset that Europe's problems are the World's problems \"" \n\nWhy to choose an axis ifâ€¦ https://t.co/XNG0Ox1LcU""",awaneesh376,,,
positive,"RT @audiocustoms82: Call signs, from left to right:\nBig Blue, Old School, Kiwi, Thatcher\nWe really need donations to keep our mission runniâ€¦",Panduhh2020,,,
neutral,#ukraineconflict #russianinvasion #saveukraine #StopRussianAggression #UkraineCrisis #chernobyl #ChernÃ³bilâ€¦ https://t.co/m7a9MxU4mr,Trespuntosed,,,
neutral,I wish you had dozens of them! #StandWithUkraine #Ukraine #Putin #PutinHitler #PutinAtWar #UkraineRussianWarâ€¦ https://t.co/OlmnedbjZk,HAL96661,,,
negative,RT @uafreesky: âš¡ï¸ Ukraine. Ukrainian drones are destroying BMP-2s of the Russian occupiers. Not a minute's rest for the Russian occupiers.â€¦,cathy39637692,,,
positive,While There Be More Cyber Attacks Due To Ukraine Conflict?\n\nGerman financial regulator BaFin issued a fresh cyber sâ€¦ https://t.co/XcoADXibSq,drmuhammadmalik,,,
neutral,#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussie #UkraineConflictâ€¦ https://t.co/Foug8JwWdB,HAL96661,,,
negative,âš¡ï¸ Ukraine. Ukrainian drones are destroying BMP-2s of the Russian occupiers. Not a minute's rest for the Russian ocâ€¦ https://t.co/yhJJ6xoJ5r,uafreesky,,,
neutral,"Decision Time Has Come for #Russia in #Ukraine (by Paul Craig Roberts, Institute For Political Economy, 2 Jun 2022)â€¦ https://t.co/0cv9kpQ9Qq",alpha7B5,,,
neutral,#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussie #UkraineConflictâ€¦ https://t.co/YkFPk3uZSt,HAL96661,,,
positive,Nice ðŸ¤­\n#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussieâ€¦ https://t.co/YY09dqfW3J,HAL96661,,,
positive,"Call signs, from left to right:\nBig Blue, Old School, Kiwi, Thatcher\nWe really need donations to keep our mission râ€¦ https://t.co/asw34EfwS8",audiocustoms82,,,
neutral,https://t.co/ve9Z63hRQE \n#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWarâ€¦ https://t.co/Mgaw9emzuw,HAL96661,,,
positive,"Western Narratives Full Of #Lies And Hopium As #Ukraine Is Losing #War (by Dr. Leon Tressell, SouthFront, 31 May 20â€¦ https://t.co/few607QDAb",alpha7B5,,,
neutral,ðŸ¤žðŸ¤žðŸ¤ž\n#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussieâ€¦ https://t.co/OQZBgHL1Zp,HAL96661,,,
neutral,#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussie #UkraineConflictâ€¦ https://t.co/C16tmBzEoY,HAL96661,,,
positive,Professional Looters\n\n#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWarâ€¦ https://t.co/ZvxwPoWc5F,HAL96661,,,
neutral,War in one picture.\n\n#war #conflict #weapons\n#RussiaUkraineConflict #UkrainianArmy #Ð¿Ð¾Ñ‚ÐµÑ€ÑŒÐ½ÐµÑ‚ #RussianArmyâ€¦ https://t.co/aOOUV1Xk2w,Ex0dvs,,,
negative,World Insights: 100 days of Russia-Ukraine conflict -- no quick end in sight\n#russia #ukraineconflict #worldâ€¦ https://t.co/RoznR2HhfG,unbnewsroom,,,
positive,"Russia's Pacific Fleet starts naval exercises involving more than 40 warships, state media says. #Ukraine #UkraineConflict #UkraineCrisis",Moritzbhg,,,
neutral,"Ukrainian officials say Russia is suffering \systematic counterattacks\"" in the south. #Ukraine #UkraineConflict #UkraineCrisis""",Moritzbhg,,,
negative,RT @enriquesouza_: That is what I was afraid of. You don't corner a rat leaving it without scape. Putin is too proud to lose this stupid waâ€¦,RinaPramesti06,,,
neutral,#Ukraine #Putin #Sanktionen #Ukrainian #UkraineCrisis #UkraineWar #UkraineConflict #Ukrain  #UkraineRussiaâ€¦ https://t.co/mA0KHaM8RK,Feenwald,,,
neutral,#Ukraine #Putin #Sanktionen #Ukrainian #UkraineCrisis #UkraineWar #UkraineConflict #Ukrain  #UkraineRussiaâ€¦ https://t.co/G0AWP8ukK8,Feenwald,,,
neutral,#Ukraine #Putin #Sanktionen #Ukrainian #UkraineCrisis #UkraineWar #UkraineConflict #Ukrain  #UkraineRussiaâ€¦ https://t.co/kY483KGrIL,Feenwald,,,
positive,RT @cepegma: A nice #data-based article about the migration flows from #ukraine due to the #ukraineconflict and how it has hit #EU nationalâ€¦,GlenKCampbell,,,
positive,RT @WorldToBe1: How True is Kazakh-born Russian politician of Ukrainian Father Vladimir Zhirinovsky's angle on #Ukraine?( Modern Ukraine Foâ€¦,WorldToBe1,,,
neutral,RT @WorldToBe1: Some reasons why Kazakh-born Russian politician of Ukrainian Father Vladimir Zhirinovsky accuses the #USA #Europe #NATO &amp; tâ€¦,WorldToBe1,,,
negative,RT @WorldToBe1: Kazakh-born Russian politician of Ukrainian Father Vladimir Zhirinovsky Tells a Joke to show that there is little or no difâ€¦,WorldToBe1,,,
